car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Kia Carnival 2.2D Signature,2022,1 tỉ 360 triệu,Trong nước,MPV,70.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-ha-noi/xe-gia-dinh-can-ban-aidxc23065805
Honda CR-V 1.5 L,2023,985 triệu,Trong nước,SUV,7.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-cr-v-hcm/sensing-cuoi-2023-odo-chi-7000-km-cuc-ky-moi-aidxc23065792
Mazda 3 1.5L Luxury,2018,475 triệu,Trong nước,Sedan,40.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hcm/odo-chi-40000km-cuc-sieu-luot-aidxc23065793
Mazda 3 Sedan 1.5L Luxury,2022,620 triệu,Trong nước,Sedan,7.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/xe-moi-di-7000km-aidxc23042525
Chevrolet Colorado LT 2.5 MT 4x2,2017,385 triệu,Trong nước,Bán Tải,90.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-chevrolet-colorado-ha-noi/gia-385tr-aidxc23017346
Nissan Navara EL premium r 2.5 AT,2018,445 triệu,Trong nước,Bán Tải,86.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-nissan-navara-ha-noi/gia-445tr-aidxc23015934
Toyota Wigo 1.2 G AT,2022,350 triệu,Nhập khẩu,Hatchback,31.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-wigo-hcm/xe-nhap-khau-sieu-cop-2-van-km-con-bao-hanh-chinh-hang-aidxc23065018
Mitsubishi Xpander 1.5 AT,2020,540 triệu,Nhập khẩu,SUV,22.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-hcm/xe-mau-trang-sieu-cop-full-lich-su-hang-co-bao-hanh-bao-check-hang-aidxc23064493
Mercedes-Benz S550,2006,360 triệu,Nhập khẩu,Sedan,8.700 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-s550-ha-noi/toi-can-ban-s-550-sx-2006-chinh-chu-xe-ban-du-xe-rat-dep-aidxc23052400
Hyundai Grand i10,2015,188 triệu,Nhập khẩu,,01 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-hyundai-grand-i10-ha-noi/nhap-han-aidxc23042676
Toyota Corolla Altis 2.0V,2009,310 triệu,Nhập khẩu,Sedan,90.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-altis-ha-noi/310tr-aidxc23045912
Ford Everest Ambiente 2.0 AT 4x2,2018,780 triệu,Nhập khẩu,SUV,95.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-hcm/bao-hanh-hang-1-nam-aidxc23059927
Hyundai Avante,2016,247 triệu,Trong nước,,01 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-avante-ha-noi/lan-banh-2016-mau-trang-ep-nha-di-it-va-giu-gin-nen-xe-con-rat-moi-aidxc23058744
Hyundai Veracruz,2009,270 triệu,Nhập khẩu,SUV,12.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-veracruz-ha-noi/gd-ban-huynh-dai-37-v6-sx2009-5-cho-nhap-khau-chinh-chu-aidxc23052399
Toyota Camry MT,2004,139 triệu,Trong nước,,01 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-toyota-camry-ha-noi/xe-gia-dinh-di-nen-con-moi-so-voi-doi-duoc-bao-duong-dinh-ki-aidxc23063801
Lexus RX 300,2023,3 tỉ 180 triệu,Nhập khẩu,SUV,10.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-300-ha-noi/ve-ngoai-manh-me-thu-hut-moi-anh-nhin-aidxc23062175
Lexus RX 350,2024,3 tỉ 430 triệu,Nhập khẩu,,5.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-350-ha-noi/sang-trong-the-thao-khoe-khoan-aidxc23062168
Lexus IS 350,2007,559 triệu,Nhập khẩu,Sedan,68.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-is-350-hcm/mau-den-up-ful-model-2020-sieu-dep-aidxc23054514
Mercedes-Benz C300 AMG,2019,1 tỉ 179 triệu,Trong nước,Sedan,37.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c300-hcm/mau-den-zin-1-doi-chu-aidxc23048329
Mercedes-Benz E200 2.0 I4,2019,1 tỉ 179 triệu,Trong nước,Sedan,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-e200-hcm/mau-do-noi-that-den-sieu-dep-aidxc23062139
Mercedes-Benz GLA 250 4Matic,2015,678 triệu,Nhập khẩu,SUV,46.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-gla-250-hcm/gam-cao-4matic-mau-nau-dep-xuat-sac-aidxc23061878
VinFast VF9 Premium,2023,1 tỉ 259 triệu,Trong nước,MPV,11.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-vinfast-vf9-hcm/plus-6-cho-model-2024-odo-11111-miles-tu-hao-thuong-hieu-viet-aidxc23047550
Mercedes-Benz GLC 300 4Matic V1,2017,1 tỉ 159 triệu,Trong nước,SUV,20.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-300-hcm/mau-nau-sieu-cop-hiem-co-aidxc23054509
Mercedes-Benz GLS 450 4Matic,2022,4 tỉ 659 triệu,Nhập khẩu,SUV,3.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-gls-450-hcm/ban-v1-mau-trang-sieu-luot-chi-3000-km-aidxc23064303
Lexus LX 600 Ultra Luxury,2024,8 tỉ 500 triệu,Nhập khẩu,,8.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-lx-600-ha-noi/ho-tro-ngan-hang-thu-tuc-nhanh-uy-tin-aidxc23062173
MG 5 1.5L Luxury,2023,560 triệu,Nhập khẩu,Sedan,2.833 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-5-hcm/xe-moi-di-hon-2000-km-aidxc23047212
Ford Ranger Wildtrak 4x4 AT,2022,790 triệu,Trong nước,Bán Tải,33.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/len-nhieu-trang-bi-xe-luot-dep-aidxc23042139
Kia K3 1.6MT,2016,358 triệu,Trong nước,,75.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-kia-k3-hai-phong/xe-danh-cho-gia-dinh-gia-ca-thuong-luong-aidxc23048378
Kia Cerato 1.6 MT,2016,348 triệu,Trong nước,,100.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-kia-cerato-hai-phong/xe-chuan-gia-dinh-co-thuong-luong-gia-aidxc23054819
Kia K3 1.6MT,2013,298 triệu,Trong nước,,89.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-kia-k3-hai-phong/xe-gia-dinh-dieu-hoa-mat-lanh-gia-hon-200-aidxc23040345
Mazda 3 1.5L Sedan,2017,448 triệu,Trong nước,,89.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hai-phong/facelift-xe-tu-nhan-chinh-chu-aidxc23048384
Kia Cerato 1.6 AT,2019,498 triệu,Trong nước,,76.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-cerato-hai-phong/trang-ngoc-trinh-dep-me-aidxc23048373
Hyundai Grand i10,2017,218 triệu,Nhập khẩu,,56.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-hyundai-grand-i10-hai-phong/nhap-khau-may-tiet-kiem-xang-aidxc23048377
MG 5 1.5L Luxury,2023,510 triệu,Nhập khẩu,Sedan,6.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-5-hcm/sieu-luot-6000km-aidxc23053397
Toyota Corolla Cross 1.8 V,2022,805 triệu,Nhập khẩu,SUV,5.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-cross-ha-noi/gia-con-cuc-tot-aidxc23065509
Mercedes-Benz GLC 250 4Matic,2016,889 triệu,Trong nước,,100.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-250-hai-duong/xe-cuc-chat-cam-ket-chat-luong-aidxc23065505
Mercedes-Benz C300 AMG,2022,1 tỉ 889 triệu,Trong nước,Sedan,4.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c300-hcm/sieu-luot-4000km-dk-112023-aidxc23065390
Audi A8 L 55 TFSI quattro,2020,2 tỉ 949 triệu,Nhập khẩu,,30.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-audi-a8-hcm/xe-nhap-my-di-30-nghin-like-new-99-aidxc23039457
Hyundai Kona 1.6 Turbo,2018,505 triệu,Trong nước,SUV,78.999 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-kona-ha-noi/mot-chu-tu-moi-chay-8-van-km-aidxc23065351
Toyota Camry 2.0G,2022,979 triệu,Nhập khẩu,Sedan,13.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-hcm/tiet-kiem-ngay-gan-400tr-aidxc23065252
Kia K3 1.6 Premium,2022,589 triệu,Trong nước,Sedan,12.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-k3-hai-phong/16-premium-2022-aidxc23047148
Mazda 3 Sport 1.5L Luxury,2022,595 triệu,Trong nước,Sedan,20.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hai-phong/15-luxury-2022-aidxc23049461
Toyota Veloz Cross 1.5 CVT,2022,580 triệu,Nhập khẩu,MPV,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-veloz-cross-vinh-phuc/ban-sx-2022-aidxc23025561
Toyota Camry 2.5Q,2020,920 triệu,Nhập khẩu,Sedan,30.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-vinh-phuc/ban-25q-sx-2020-aidxc23025567
Isuzu mu-X,2017,555 triệu,Nhập khẩu,,86.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-isuzu-mu-x-ha-noi/xe-dang-ki-2018-ban-may-dau-khoe-va-tiet-kiem-aidxc23056540
Kia Cerato,2019,410 triệu,Trong nước,,58.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-cerato-ha-noi/xe-1-chu-tu-nhan-tu-doi-dau-nuoc-son-zin-bong-aidxc23015143
Toyota Wigo 1.2 G AT,2022,348 triệu,Trong nước,Hatchback,31.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-wigo-hcm/hop-so-tu-dong-aidxc23065160
Toyota Raize,2023,545 triệu,Nhập khẩu,,10.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-raize-ha-noi/sieu-luot-xe-dep-nguyen-zin-gia-re-sieu-tot-aidxc23048334
MG HS 2.0T AWD Trophy,2020,599 triệu,Nhập khẩu,Crossover,29.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-hs-hcm/odo-2v9-aidxc23022451
Mitsubishi Xpander 1.5 AT,2021,545 triệu,Trong nước,,55.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-ha-noi/ve-san-1-em-ban-full-may-cuc-em-cho-anh-chi-em-chay-gia-dinh-aidxc23037851
Hyundai Santa Fe 2.2 Dầu Đặc biệt,2021,1 tỉ 045 triệu,Trong nước,,39.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-santa-fe-ha-noi/gia-thuong-luong-co-bot-loc-aidxc23065142
Ford Everest Titanium 2.0 AT 4x2,2021,955 triệu,Nhập khẩu,SUV,39.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/can-ban-aidxc23052920
Mazda 3 1.5L Sedan,2019,492 triệu,Trong nước,Sedan,69.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hcm/nguyen-zin-aidxc23065132
Mercedes-Benz C200 2.0 AT,2018,835 triệu,Trong nước,Sedan,55.600 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c200-ha-noi/ban-san-xuat-2018-trang-noi-that-kem-sieu-dep-aidxc23064272
BMW 320i,2016,635 triệu,Nhập khẩu,Sedan,79.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-320i-ha-noi/320-san-xuat-2016-do-noi-that-kem-sieu-dep-aidxc23062511
Mercedes-Benz E250 E250,2018,1 tỉ 190 triệu,Trong nước,Sedan,64.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-e250-ha-noi/san-xuat-2018-den-noi-that-nau-chay-hon-6-van-km-sieu-moi-aidxc23061736
Toyota Land Cruiser Prado TX-L,2014,1 tỉ 030 triệu,Nhập khẩu,SUV,69.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-prado-ha-noi/ban-prado-27-txl-nhap-nhat-san-xuat-va-dang-ky-2014-1-chu-tu-dau-chay-7-van-km-sieu-dep-aidxc23061627
Ford Everest Titanium 2.0L AT 4x4,2019,910 triệu,Nhập khẩu,SUV,58.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/ban-titanium-may-dau-2-cau-san-xuat-2019-1-chu-tu-moi-aidxc23049825
Bentley Mulsanne 6.8 V8,2014,8 tỉ 900 triệu,Nhập khẩu,Sedan,53.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bentley-mulsanne-ha-noi/68-v8-san-xuat-2014-chay-hon-5-van-km-nhu-moi-aidxc23028991
Land Rover Range Rover Evoque 2.0 R-Dynamic SE,2012,635 triệu,Nhập khẩu,,81.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-landrover-range-rover-evoque-ha-noi/dynamicban-cao-nhat-san-xuat-2012-dang-ky-lan-dau-2015-aidxc23028959
Mercedes-Benz S450,2022,4 tỉ 590 triệu,Nhập khẩu,Sedan,19.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-s450-ha-noi/san-xuat-2022-ban-nhap-duc-sieu-dep-aidxc23010812
Lexus RX 200t,2017,1 tỉ 980 triệu,Nhập khẩu,,85.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-200t-ha-noi/rx200-san-xuat-2017-do-noi-that-nau-sieu-dep-aidxc23009990
Toyota Land Cruiser,2016,3 tỉ 150 triệu,Nhập khẩu,SUV,55.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-ha-noi/vxr-57-san-xuat-2015-model-2016-nhap-my-chay-hon-5-van-sieu-moi-aidxc23003576
Land Rover Range Rover Evoque evoque,2014,790 triệu,Nhập khẩu,SUV,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-landrover-range-rover-evoque-ha-noi/chay-6-van-sieu-moi-aidxc22700654
Hyundai Elantra 1.6 AT Đặc biệt,2016,395 triệu,Trong nước,Sedan,72.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-elantra-ha-noi/72v-nhieu-do-choi-xe-cuc-dep-aidxc23065069
Daewoo Lacetti CDX 1.6 AT,2010,185 triệu,Nhập khẩu,Sedan,90.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-daewoo-lacetti-ha-noi/sedan-gia-re-aidxc23064995
Ford Everest Titanium 2.0L AT 4x4,2019,925 triệu,Nhập khẩu,SUV,60.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/suv-gia-re-aidxc23060845
Toyota Yaris G 1.5 CVT,2019,499 triệu,Nhập khẩu,Hatchback,58.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-yaris-ha-noi/xe-gia-dinh-co-nho-gia-re-aidxc23060185
Hyundai Accent 1.4 AT,2019,405 triệu,Trong nước,,29.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-binh-duong/xe-dep-nhu-moi-trang-bi-full-option-aidxc23065008
Kia Carnival 3.5G Signature 7 ghế,2022,1 tỉ 559 triệu,Trong nước,MPV,18.888 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-hcm/tiet-kiem-gan-500tr-aidxc23058219
Mercedes-Benz GLS 450 4Matic,2022,4 tỉ 599 triệu,Nhập khẩu,SUV,34.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-gls-450-hcm/tiet-kiem-ngay-1ti5-aidxc23049145
Porsche Cayenne S,2018,4 tỉ 579 triệu,Nhập khẩu,Sedan,27.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-hcm/gia-tai-tgxd-chi-4-xxx-aidxc23036526
Porsche Cayenne 3.6 V6,2007,499 triệu,Nhập khẩu,SUV,90.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-ha-noi/xe-sang-gia-re-aidxc23062970
Audi A5 Sportback 2.0 TFSI,2011,389 triệu,Nhập khẩu,Sedan,90.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-audi-a5-ha-noi/xe-sang-gia-re-aidxc23061030
Toyota Corolla Cross 1.8 V,2020,745 triệu,Trong nước,SUV,40.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-cross-ha-noi/xe-gam-cao-gia-re-aidxc23060162
Mazda CX-5 2.0 Premium,2017,560 triệu,Trong nước,SUV,58.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/cx5-20-at-2017-aidxc23059032
Toyota Camry 2.0Q,2022,1 tỉ 070 triệu,Nhập khẩu,Sedan,52.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-ha-noi/20q-2022-aidxc23050215
Hyundai Tucson 2.0 Dầu đặc biệt,2019,710 triệu,Trong nước,SUV,86.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-tucson-ha-noi/20-2019-full-dau-aidxc23047241
Ford Everest Trend 2.0 AT 4x2,2018,780 triệu,Nhập khẩu,SUV,90.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-hcm/bien-so-tp-51g-nhap-thai-lan-bao-hanh-1-nam-ho-tro-tra-gop-toi-da-65-70-aidxc23062929
Ford Ranger Raptor,2023,1 tỉ 235 triệu,Nhập khẩu,Bán Tải,10.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/new-99-nhap-thai-lan-bao-hanh-chinh-hang-ho-tro-tra-gop-lai-suat-cuc-tot-aidxc23062382
Ford Ranger Wildtrak 4x4 AT,2017,620 triệu,Nhập khẩu,Bán Tải,80.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/nhap-thai-lan-xe-bao-test-hang-gia-con-thuong-luong-aidxc23057468
Ford Ranger Wildtrak 4x4 AT,2021,765 triệu,Trong nước,Bán Tải,20.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/ho-tro-tra-gop-70-bao-test-hang-xem-xe-o-tp-aidxc23055169
Ford Ranger Wildtrak 4x4 AT,2022,790 triệu,Nhập khẩu,Bán Tải,30.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/nhap-thai-1-chu-tu-dau-sieu-luot-new-98-co-so-bao-hanh-aidxc23041100
Toyota Corolla Cross 1.8 V,2021,775 triệu,Nhập khẩu,Crossover,28.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-cross-ha-noi/gia-con-cuc-tot-aidxc23057426
